city_name,country,co_aqi_value,ozone_aqi_value,no2_aqi_value,pm2.5_aqi_value,aqi_value,dominant_pollutant,aqi_category
Ho Chi Minh City,Vietnam,157.4,133.8,174,185.6,173.5,PM2.5,Unhealthy
Cape Town,South Africa,25.4,47.7,38,38.9,73.4,Ozone,Moderate
Kolkata,India,145.8,178,124.2,135.4,183.5,Ozone,Unhealthy
Osaka,Japan,34.3,33.6,47.9,86.7,51.7,PM2.5,Moderate
Agra,India,179.8,186.3,133.1,157,185.1,Ozone,Unhealthy
Karachi,Pakistan,8.7,26.7,0.4,12.9,47.3,Ozone,Good
Athens,Greece,250,229.3,189.7,204.1,298.8,CO,Very Unhealthy
Nairobi,Kenya,106.6,104.9,96.5,93.9,141,CO,Unhealthy for Sensitive Groups
Ho Chi Minh City,Vietnam,58.3,86.2,65.9,52.8,80.8,Ozone,Moderate
Guangzhou,China,94,113.3,84.5,99.5,128,Ozone,Unhealthy for Sensitive Groups
Budapest,Hungary,278.3,199.6,165.9,237.4,222.9,CO,Very Unhealthy
Singapore,Singapore,23.1,2.8,0.1,6.6,17.3,CO,Good
Tehran,Iran,41.2,58.4,30.5,86,86.5,PM2.5,Moderate
New York,USA,69.7,108,97.6,103.8,135,Ozone,Unhealthy for Sensitive Groups
Auckland,New Zealand,120.1,157.3,170,131,160.5,NO2,Unhealthy
Madrid,Spain,439.8,370.5,351.4,361.2,358,CO,Hazardous
Baghdad,Iraq,197.4,283.7,216.1,284.6,226,PM2.5,Very Unhealthy
Raipur,India,291.8,331.4,284.2,301.7,461.7,Ozone,Hazardous
Shanghai,China,33.7,60.6,72.1,34.7,93.6,NO2,Moderate
Perth,Australia,274.4,244,194.9,274.8,211.1,PM2.5,Very Unhealthy
Bangalore,India,304.3,354.9,481.1,429.4,326.9,NO2,Hazardous
Lahore,Pakistan,96.5,88.8,81.2,95.7,135.7,CO,Unhealthy for Sensitive Groups
Ho Chi Minh City,Vietnam,29.7,18,5,17.9,37.6,CO,Good
Wellington,New Zealand,188.5,269.4,204.5,226.4,206.2,Ozone,Very Unhealthy
Casablanca,Morocco,165.5,147.7,140.8,148.2,159.2,CO,Unhealthy
Vienna,Austria,41.5,61.3,41.1,89.8,81.4,PM2.5,Moderate
Buenos Aires,Argentina,22.1,57,72.8,81.3,69.9,PM2.5,Moderate
Linfen,China,62.2,73,29,89.7,72.7,PM2.5,Moderate
Chicago,USA,477,383.6,496.8,491.4,418.3,NO2,Hazardous
Athens,Greece,116.1,131,87.4,138.2,146.4,PM2.5,Unhealthy for Sensitive Groups
Wuhan,China,178.2,155.4,114.7,154.6,152.7,CO,Unhealthy
Gwalior,India,14.8,37.4,13.4,6.5,49.1,Ozone,Good
Tehran,Iran,150.6,173.9,160,169.1,175.6,Ozone,Unhealthy
Copenhagen,Denmark,128.7,116.3,92.6,106.6,137.1,CO,Unhealthy for Sensitive Groups
Dublin,Ireland,175.1,192.8,272.3,266.3,298.3,NO2,Very Unhealthy
Lahore,Pakistan,74.9,61,50.4,55.2,80,CO,Moderate
Wuhan,China,137.8,145.3,119.7,138.2,152.6,Ozone,Unhealthy
Seattle,USA,7,15.2,28.5,18.3,19,NO2,Good
Baghdad,Iraq,36.9,42.4,32.8,86.9,77.3,PM2.5,Moderate
Helsinki,Finland,117,168.8,136.3,142.3,181.8,Ozone,Unhealthy
Kathmandu,Nepal,340.7,435.6,310.3,307.3,466.4,Ozone,Hazardous
Perth,Australia,63.9,46.5,43.1,66,82.2,PM2.5,Moderate
Raipur,India,290.6,314.5,468.4,336.9,319.2,NO2,Hazardous
Cairo,Egypt,456,449.6,345.6,419.5,369.7,CO,Hazardous
Dhaka,Bangladesh,64.7,41.9,56.4,81.6,66.6,PM2.5,Moderate
Bogota,Colombia,34.8,55.2,62.1,86.2,69,PM2.5,Moderate
Guangzhou,China,366.7,441.3,404.3,397,346.3,Ozone,Hazardous
Kabul,Afghanistan,336.6,482.1,440.3,482.5,498.4,PM2.5,Hazardous
Riyadh,Saudi Arabia,127,175.3,173.9,186.2,169.5,PM2.5,Unhealthy
Peshawar,Pakistan,115.1,183,164,169.6,180.8,Ozone,Unhealthy
Delhi,India,62.6,115,75.8,90.8,144,Ozone,Unhealthy for Sensitive Groups
Hyderabad,India,8.6,4.5,1,22.9,17.5,PM2.5,Good
Ho Chi Minh City,Vietnam,111.7,159.1,123.6,199,185.2,PM2.5,Unhealthy
Honolulu,USA,126.7,161.3,147,133.3,185.9,Ozone,Unhealthy
Los Angeles,USA,271.4,196.5,278,222.7,239,NO2,Very Unhealthy
Yangon,Myanmar,11.3,33.2,25.7,3.2,9.3,Ozone,Good
Auckland,New Zealand,112.3,149.3,126.5,136.2,198.4,Ozone,Unhealthy
Stockholm,Sweden,27.6,70.9,26.1,80.7,95.1,PM2.5,Moderate
Chengdu,China,271.6,182.9,178.4,230.8,226,CO,Very Unhealthy
Beijing,China,356.4,344.5,335,429.2,455.3,PM2.5,Hazardous
Agra,India,253.6,268,170.6,275.2,233.8,PM2.5,Very Unhealthy
Sydney,Australia,69.8,73.7,70.7,97.4,107.4,PM2.5,Unhealthy for Sensitive Groups
Ulaanbaatar,Mongolia,163.4,127.1,126.7,159.8,191.1,CO,Unhealthy
Rio de Janeiro,Brazil,132,187.6,163,148.2,160.9,Ozone,Unhealthy
Wuhan,China,22.2,17.7,26.2,8.2,12.1,NO2,Good
Zabol,Iran,164.2,245.9,275.7,258.8,221.1,NO2,Very Unhealthy
Johannesburg,South Africa,182.9,213,195.9,226.6,266.9,PM2.5,Very Unhealthy
Bangalore,India,419.9,284,371.2,412.8,351.4,CO,Hazardous
Hanoi,Vietnam,20.3,35.5,12.8,4.1,31.6,Ozone,Good
Cairo,Egypt,110.8,182.2,127.4,153.7,176.1,Ozone,Unhealthy
Reykjavik,Iceland,170.1,265.2,266.8,280.5,285.2,PM2.5,Very Unhealthy
Cape Town,South Africa,241.4,212.9,203.9,294.1,294.1,PM2.5,Very Unhealthy
Kuwait City,Kuwait,304.7,436.3,282.2,416.2,395.4,Ozone,Hazardous
Bangkok,Thailand,366.2,329.4,450.8,440.4,460.5,NO2,Hazardous
Allahabad,India,397.8,486.5,295.3,285.7,486.6,Ozone,Hazardous
Mexico City,Mexico,39.5,46.6,73.8,62.6,97.5,NO2,Moderate
Oslo,Norway,232.8,266.4,253.5,192.2,232.2,Ozone,Very Unhealthy
Amsterdam,Netherlands,27.6,37.2,47,69.2,65.6,PM2.5,Moderate
Hyderabad,India,51.5,36,26.1,74.7,51.2,PM2.5,Moderate
Chennai,India,28.8,37,54.5,88.9,91.9,PM2.5,Moderate
Hong Kong,China,41.8,87,43.2,76.5,57.3,Ozone,Moderate
Honolulu,USA,486.7,466.9,327.2,318.9,479.9,CO,Hazardous
Hyderabad,India,278.6,216.7,236.3,200.3,275,CO,Very Unhealthy
Buenos Aires,Argentina,9,24,25.7,13,0,NO2,Good
Auckland,New Zealand,417.9,364,356.5,286.3,346.4,CO,Hazardous
Tianjin,China,2.2,20.1,5.4,3.5,3.7,Ozone,Good
London,UK,72.1,77.1,56.1,49.4,82.1,Ozone,Moderate
Istanbul,Turkey,156.9,155.7,109.8,133.9,170,CO,Unhealthy
Shanghai,China,131.3,175.8,146.2,183.2,157.1,PM2.5,Unhealthy
Athens,Greece,22,18.3,22.6,12.9,15.5,NO2,Good
Kuwait City,Kuwait,298.2,494.6,461.4,437.2,435,Ozone,Hazardous
Melbourne,Australia,22.5,37.4,54.2,62.3,99.3,PM2.5,Moderate
Tehran,Iran,178.1,186.4,168,152.8,162.4,Ozone,Unhealthy
Lima,Peru,176.2,132.3,157.2,183.4,189.2,PM2.5,Unhealthy
Tehran,Iran,39.7,41.5,33,62.9,70.4,PM2.5,Moderate
Osaka,Japan,194.1,272.8,262,207.2,229.4,Ozone,Very Unhealthy
Oslo,Norway,115.4,144.2,121.1,140.7,151.5,Ozone,Unhealthy
Linfen,China,32.3,53.6,70.6,36.9,95.5,NO2,Moderate
Toronto,Canada,145,159,157.8,157.1,188.1,Ozone,Unhealthy
Chennai,India,240.6,243.3,260.5,200,258.8,NO2,Very Unhealthy
Vienna,Austria,352.5,474.5,466.5,411,345.6,Ozone,Hazardous
Sydney,Australia,406.1,433.9,272,284.5,419.8,Ozone,Hazardous
Yangon,Myanmar,129,124.6,129.1,179.9,196.2,PM2.5,Unhealthy
Chengdu,China,121.4,115.1,86.6,131,125.5,PM2.5,Unhealthy for Sensitive Groups
Copenhagen,Denmark,365.5,293.5,302.1,284.1,437.2,CO,Hazardous
Nairobi,Kenya,119.1,120.8,166.2,183.7,158.4,PM2.5,Unhealthy
Santiago,Chile,321.6,263.2,417.4,424,316.4,PM2.5,Hazardous
Rio de Janeiro,Brazil,268,172.9,219.9,273.5,267.8,PM2.5,Very Unhealthy
Brussels,Belgium,108.9,118,117.2,121.8,148.4,PM2.5,Unhealthy for Sensitive Groups
Cape Town,South Africa,160.5,181.2,165.4,227.2,280.5,PM2.5,Very Unhealthy
Vienna,Austria,21.4,13.4,24.6,19.3,11,NO2,Good
Toronto,Canada,159.7,146.6,103.2,196.1,170.3,PM2.5,Unhealthy
Shanghai,China,54.1,39.9,62,68.1,80.6,PM2.5,Moderate
Cairo,Egypt,258.6,188.7,209.2,241.1,213.3,CO,Very Unhealthy
Tokyo,Japan,270.5,329.8,331.8,337.2,328.6,PM2.5,Hazardous
Tehran,Iran,297.4,384.5,341.7,492.5,319,PM2.5,Hazardous
Jakarta,Indonesia,101.8,131,83.3,85,140.3,Ozone,Unhealthy for Sensitive Groups
Zurich,Switzerland,46.7,80.9,35.3,62.5,76.5,Ozone,Moderate
Vienna,Austria,67.7,48.7,48.9,51.9,57.7,CO,Moderate
Vienna,Austria,192,222.4,179.9,258.3,284.5,PM2.5,Very Unhealthy
Warsaw,Poland,150.8,154.1,103.9,182.2,175.5,PM2.5,Unhealthy
Wuhan,China,459.2,362.5,331.6,473.5,376,PM2.5,Hazardous
Madrid,Spain,76.5,59.5,58.5,65,66.5,CO,Moderate
Copenhagen,Denmark,121.9,91.4,108.2,136.8,136.6,PM2.5,Unhealthy for Sensitive Groups
Brussels,Belgium,104.4,133.4,105.7,126.1,137.2,Ozone,Unhealthy for Sensitive Groups
Bishkek,Kyrgyzstan,93.9,78,118.3,91.2,107.1,NO2,Unhealthy for Sensitive Groups
Agra,India,208.4,232.1,225.9,260.5,287.2,PM2.5,Very Unhealthy
Chicago,USA,163.4,147.6,116.5,195,173.2,PM2.5,Unhealthy
Tehran,Iran,176.6,135.2,159.8,134.2,174.4,CO,Unhealthy
Rio de Janeiro,Brazil,16.3,12.9,26.2,30.9,46.2,PM2.5,Good
Vancouver,Canada,99,138.3,86.4,116.4,129.9,Ozone,Unhealthy for Sensitive Groups
Warsaw,Poland,16.7,37.9,23,25.9,44.6,Ozone,Good
Portland,USA,173.9,146.3,116.6,165.5,195.8,CO,Unhealthy
Amsterdam,Netherlands,23.3,59.8,40,46,89.9,Ozone,Moderate
Patna,India,188.7,244.1,192.8,251.2,275.9,PM2.5,Very Unhealthy
Portland,USA,75,128.4,77.7,123.7,146.5,Ozone,Unhealthy for Sensitive Groups
Wuhan,China,71.5,88,37.5,36.9,68.4,Ozone,Moderate
Hong Kong,China,62.2,57.5,33.2,68.7,60,PM2.5,Moderate
Mexico City,Mexico,275,279.7,168.3,274.1,274.1,Ozone,Very Unhealthy
Seoul,South Korea,278,369.6,376.5,465.8,476,PM2.5,Hazardous
Amsterdam,Netherlands,57.9,67.8,34.5,70.2,62.3,PM2.5,Moderate
Paris,France,169.2,286.3,243.6,249.4,278.2,Ozone,Very Unhealthy
Casablanca,Morocco,176.2,258.3,161.8,296.9,222.3,PM2.5,Very Unhealthy
Karachi,Pakistan,26.2,9,17.7,32.4,3.6,PM2.5,Good
Madrid,Spain,68.8,63.2,52.2,80.2,91.6,PM2.5,Moderate
Kabul,Afghanistan,6.4,37,27.8,32.7,27.4,Ozone,Good
Stockholm,Sweden,62.3,58,40.8,44.4,56.3,CO,Moderate
Faridabad,India,341,431.7,446.5,404.7,389.6,NO2,Hazardous
Reykjavik,Iceland,269.4,287.2,285.4,472.6,412.5,PM2.5,Hazardous
Zurich,Switzerland,157.2,154.7,158.9,138.5,193.4,NO2,Unhealthy
Dhaka,Bangladesh,238.7,223.6,251.6,213.6,297.1,NO2,Very Unhealthy
Allahabad,India,263.9,253.8,221.2,245.1,264,CO,Very Unhealthy
Warsaw,Poland,208.1,243.7,171.7,208.1,263.1,Ozone,Very Unhealthy
Sydney,Australia,7.7,23.4,21.2,13.6,8.9,Ozone,Good
Reykjavik,Iceland,89.6,126.1,103.1,98.6,124.5,Ozone,Unhealthy for Sensitive Groups
Brussels,Belgium,196.3,196.9,269.5,194.9,291.9,NO2,Very Unhealthy
Peshawar,Pakistan,180.7,250.4,164.2,243.9,270.8,Ozone,Very Unhealthy
Tehran,Iran,29,70.2,36.2,73.9,76.9,PM2.5,Moderate
Amsterdam,Netherlands,52.2,67.8,28,65,85.2,Ozone,Moderate
Athens,Greece,251.3,211.9,275.4,288.6,249.1,PM2.5,Very Unhealthy
Madrid,Spain,229.6,256.5,196.1,294.2,207.8,PM2.5,Very Unhealthy
Faridabad,India,242.7,271.9,230.8,274,291.2,PM2.5,Very Unhealthy
Cape Town,South Africa,74.7,64.9,63,61.9,54.2,CO,Moderate
Linfen,China,241.4,248.6,183,227.9,242.7,Ozone,Very Unhealthy
Kolkata,India,23.7,14.4,8.9,29.3,45.3,PM2.5,Good
Hyderabad,India,100.9,77.6,108.6,85.3,140.8,NO2,Unhealthy for Sensitive Groups
Warsaw,Poland,457.5,387.4,430.9,463,338.3,PM2.5,Hazardous
Mumbai,India,12.1,35.6,13.3,29.2,3.6,Ozone,Good
Taipei,Taiwan,138.9,122.3,171.9,195.9,174.4,PM2.5,Unhealthy
Osaka,Japan,161.9,159.4,117.8,175,194.6,PM2.5,Unhealthy
Seattle,USA,120,106.3,100.4,112.5,119.3,CO,Unhealthy for Sensitive Groups
Reykjavik,Iceland,289.6,455.2,463.6,367.1,463.4,NO2,Hazardous
Riyadh,Saudi Arabia,265.6,362.5,412.3,372.4,320.5,NO2,Hazardous
Dhaka,Bangladesh,159.2,127.1,133.8,136.5,183.6,CO,Unhealthy
Paris,France,214.7,278.9,231.4,254.1,255.9,Ozone,Very Unhealthy
Seoul,South Korea,115.7,89.7,77.5,96.8,111.6,CO,Unhealthy for Sensitive Groups
Colombo,Sri Lanka,8.5,16.7,27,23.3,37.6,NO2,Good
Tokyo,Japan,90.6,75.3,119.4,94.8,101.4,NO2,Unhealthy for Sensitive Groups
Lima,Peru,246.4,240.7,262,240.9,235.2,NO2,Very Unhealthy
Chengdu,China,164.6,134.9,123.6,185.1,199.9,PM2.5,Unhealthy
Riyadh,Saudi Arabia,249,268.3,176.8,227.4,289.9,Ozone,Very Unhealthy
Seoul,South Korea,9,31.8,12.7,34.8,25.4,PM2.5,Good
Taipei,Taiwan,152.8,163.9,130.3,133.6,187.1,Ozone,Unhealthy
Warsaw,Poland,246,284.4,207,277.7,244.2,Ozone,Very Unhealthy
Zurich,Switzerland,38.1,32.1,69.6,39.1,65.1,NO2,Moderate
New York,USA,36.3,55.6,71.9,49.4,73.9,NO2,Moderate
Singapore,Singapore,139.4,135.3,109.2,189.4,155.1,PM2.5,Unhealthy
Bangkok,Thailand,11.2,1.4,24.4,13.4,45.6,NO2,Good
Ho Chi Minh City,Vietnam,95.8,135.2,111.3,118.8,148,Ozone,Unhealthy for Sensitive Groups
Faridabad,India,196.8,243.4,274.7,285.8,277.8,PM2.5,Very Unhealthy
Baghdad,Iraq,35.4,48.5,46.1,34.8,61.3,Ozone,Moderate
Tianjin,China,123.8,167.3,107.2,186.3,179,PM2.5,Unhealthy
Vienna,Austria,47.4,50.2,31.5,40.4,85.3,Ozone,Moderate
Berlin,Germany,156.4,122.9,164.9,156.7,179.6,NO2,Unhealthy
Colombo,Sri Lanka,4.4,7.8,29.4,3.7,33,NO2,Good
Sydney,Australia,69,83.6,106.6,104.2,139.1,NO2,Unhealthy for Sensitive Groups
Bucharest,Romania,295.6,288.1,283,454.8,388.1,PM2.5,Hazardous
Wuhan,China,111.6,138.3,155.4,141.6,195.7,NO2,Unhealthy
Oslo,Norway,270.5,277.3,497.2,496,413.6,NO2,Hazardous
Chicago,USA,19.5,10.2,28.4,5.4,2.6,NO2,Good
Taipei,Taiwan,35.6,35.6,25.8,51.7,52.4,PM2.5,Moderate
Seoul,South Korea,27.6,4.9,19.6,31.2,6.9,PM2.5,Good
Hanoi,Vietnam,461,368,386.5,419.6,346.3,CO,Hazardous
Copenhagen,Denmark,137.5,169.9,159,147.4,186,Ozone,Unhealthy
Dublin,Ireland,43.4,54.2,31.2,72.1,90.9,PM2.5,Moderate
Hong Kong,China,58.2,75.2,65,37.7,71.6,Ozone,Moderate
Ho Chi Minh City,Vietnam,3.6,26,13.6,0.6,15.2,Ozone,Good
São Paulo,Brazil,20.4,14.3,1.8,25.6,38.8,PM2.5,Good
Berlin,Germany,382.1,407.3,377.7,427,414.5,PM2.5,Hazardous
Nairobi,Kenya,15.2,14,22,23.3,22.6,PM2.5,Good
Honolulu,USA,172.6,123.8,151.7,164.5,197.2,CO,Unhealthy
Bishkek,Kyrgyzstan,122.2,143.7,100.6,168.4,163.4,PM2.5,Unhealthy
Cape Town,South Africa,451.2,449.3,317.6,471.6,355.7,PM2.5,Hazardous
Shanghai,China,59,88.2,71.8,64.1,59.7,Ozone,Moderate
Cape Town,South Africa,176.5,128.1,158.6,158.1,163.3,CO,Unhealthy
Gwalior,India,488.6,364.6,329.4,427.5,445.1,CO,Hazardous
Auckland,New Zealand,2.3,1.6,12.1,22.7,23.3,PM2.5,Good
Bogota,Colombia,67.2,89.8,67.5,98,129,PM2.5,Unhealthy for Sensitive Groups
Seattle,USA,93.1,119.7,116.6,134.6,116,PM2.5,Unhealthy for Sensitive Groups
Taipei,Taiwan,3.4,30,11.6,5.5,41.4,Ozone,Good
Oslo,Norway,128.8,129.7,155.6,163.1,199.6,PM2.5,Unhealthy
Shanghai,China,251.6,230.6,198.3,296.8,266.8,PM2.5,Very Unhealthy
Dubai,UAE,23.3,19.5,14.6,17.8,12.8,CO,Good
Hanoi,Vietnam,49.7,31,58.6,75.1,73.5,PM2.5,Moderate
Peshawar,Pakistan,177,185.7,139.9,157.8,172.4,Ozone,Unhealthy
Athens,Greece,184.4,237.4,192.4,263.7,264.3,PM2.5,Very Unhealthy
Colombo,Sri Lanka,40.2,30.7,74.5,51.5,52,NO2,Moderate
Rome,Italy,172.7,141.5,102.7,163.9,195.1,CO,Unhealthy
Casablanca,Morocco,69.7,36.1,60.5,32,81.6,CO,Moderate
Singapore,Singapore,0,14.8,19.8,24.6,10.6,PM2.5,Good
Kolkata,India,358.7,402.5,310.5,377.4,493.7,Ozone,Hazardous
Melbourne,Australia,334.8,296.6,493.6,484.9,458.6,NO2,Hazardous
Bucharest,Romania,163.5,186.7,238.9,233.9,295,NO2,Very Unhealthy
Ho Chi Minh City,Vietnam,23.7,46.4,67.4,40.7,83.5,NO2,Moderate
Baghdad,Iraq,179.8,186.8,151.1,198.4,160.8,PM2.5,Unhealthy
Brussels,Belgium,45.5,68.1,35.2,64.9,69.7,Ozone,Moderate
Taipei,Taiwan,69.1,123.8,95.3,85.7,112.4,Ozone,Unhealthy for Sensitive Groups
Rawalpindi,Pakistan,312.8,354.7,344.9,387.6,337.7,PM2.5,Hazardous
Madrid,Spain,253.7,262.5,218.5,206.4,227.5,Ozone,Very Unhealthy
Bucharest,Romania,29,70.2,73.1,45.4,89.2,NO2,Moderate
Cape Town,South Africa,42.3,71,58,71.9,96.1,PM2.5,Moderate
Toronto,Canada,24.8,84.3,62.2,55.5,79.5,Ozone,Moderate
Mumbai,India,463.1,316.9,298.3,435.9,419.1,CO,Hazardous
Kuala Lumpur,Malaysia,48.8,46.4,52.8,56.3,65.8,PM2.5,Moderate
Jakarta,Indonesia,169.7,206.8,166.3,262.3,279.6,PM2.5,Very Unhealthy
Riyadh,Saudi Arabia,22,35,3.3,14.4,10.3,Ozone,Good
Nairobi,Kenya,465.9,419.5,470.5,491,423.5,PM2.5,Hazardous
Dhaka,Bangladesh,106.3,111,119.6,126.5,137.6,PM2.5,Unhealthy for Sensitive Groups
Wuhan,China,257.2,183.3,256,190.9,258.1,CO,Very Unhealthy
Riyadh,Saudi Arabia,74.3,50.3,55,37.6,88.5,CO,Moderate
Paris,France,228.1,243.4,264.7,222.4,225.5,NO2,Very Unhealthy
Riyadh,Saudi Arabia,99.8,98.1,73.5,114.7,120.8,PM2.5,Unhealthy for Sensitive Groups
Auckland,New Zealand,20.5,5.3,21.4,2.3,12.1,NO2,Good
Nairobi,Kenya,177.4,127.7,107.6,171,172.9,CO,Unhealthy
Faridabad,India,137.3,185.6,105.6,145.5,195.8,Ozone,Unhealthy
Shanghai,China,140.4,176.6,121.4,188.4,185.8,PM2.5,Unhealthy
Budapest,Hungary,65.9,103.8,103.9,102.2,137.4,NO2,Unhealthy for Sensitive Groups
Rawalpindi,Pakistan,23.8,75.5,51.8,63,78.2,Ozone,Moderate
Cairo,Egypt,7,25.3,24.3,11.7,45.5,Ozone,Good
Auckland,New Zealand,251.2,288.7,205.4,203.6,231.2,Ozone,Very Unhealthy
Reykjavik,Iceland,110.7,81.8,105.1,114.2,148.8,PM2.5,Unhealthy for Sensitive Groups
Istanbul,Turkey,241.1,259.5,240.2,233.4,201.9,Ozone,Very Unhealthy
Portland,USA,216,212.5,212.3,271.9,294.7,PM2.5,Very Unhealthy
Amsterdam,Netherlands,17,35.3,21.2,4,7.1,Ozone,Good
Tianjin,China,272.6,398.6,437.4,484.1,483.2,PM2.5,Hazardous
Baghdad,Iraq,96.6,109.4,118.3,85.6,142.9,NO2,Unhealthy for Sensitive Groups
Honolulu,USA,108.1,139.5,106.2,94.4,116.7,Ozone,Unhealthy for Sensitive Groups
Beijing,China,126.8,128.7,104.5,130.7,120.3,PM2.5,Unhealthy for Sensitive Groups
Guangzhou,China,426.6,290.6,380.1,355.5,359.5,CO,Hazardous
Buenos Aires,Argentina,82.8,122,93.3,115,135.8,Ozone,Unhealthy for Sensitive Groups
Bogota,Colombia,172.8,277.3,250.1,251.8,231.4,Ozone,Very Unhealthy
Karachi,Pakistan,123.8,87,69.7,104.8,122.1,CO,Unhealthy for Sensitive Groups
Honolulu,USA,3.1,35.8,17.6,33.6,32.8,Ozone,Good
Osaka,Japan,13.2,2.4,23.2,11,17.4,NO2,Good
Helsinki,Finland,272.2,290.5,408.5,466.4,492.5,PM2.5,Hazardous
Prague,Czech Republic,6.3,5.8,17.6,16.2,19.7,NO2,Good
Bangkok,Thailand,324.6,461.5,382.1,307.2,393.3,Ozone,Hazardous
New York,USA,408.5,299,390,481.3,312.8,PM2.5,Hazardous
Zurich,Switzerland,428.5,262.9,411.6,295.8,369.5,CO,Hazardous
Bishkek,Kyrgyzstan,151.1,172.4,112.7,193.8,181,PM2.5,Unhealthy
Brisbane,Australia,150.5,149.5,172,168.9,166.9,NO2,Unhealthy
Rome,Italy,18.2,12.7,5.9,19,13,PM2.5,Good
Allahabad,India,142,120.8,120.2,152.2,182.4,PM2.5,Unhealthy
Portland,USA,32.4,54.5,57.8,41.5,92.3,NO2,Moderate
Tokyo,Japan,39.4,55.6,73.3,52.2,70.2,NO2,Moderate
Berlin,Germany,428.6,480.2,445,405.7,475.9,Ozone,Hazardous
Linfen,China,51.3,35.5,35,52.9,60.4,PM2.5,Moderate
Amsterdam,Netherlands,125.3,189.2,123.9,147,187.5,Ozone,Unhealthy
Beijing,China,333.2,337.3,328.3,280.1,459.8,Ozone,Hazardous
Dhaka,Bangladesh,67.4,65.4,47.5,60.8,98.7,CO,Moderate
Singapore,Singapore,125.1,100.3,100,129.3,135.9,PM2.5,Unhealthy for Sensitive Groups
Seattle,USA,185.4,170.5,166.3,243.4,293.3,PM2.5,Very Unhealthy
Seattle,USA,349.6,321.5,423.1,434.5,447,PM2.5,Hazardous
Yangon,Myanmar,70.5,94.2,108.3,100.7,127.6,NO2,Unhealthy for Sensitive Groups
Vancouver,Canada,126.1,79,87.1,110.1,106.4,CO,Unhealthy for Sensitive Groups
Nairobi,Kenya,151.7,126.4,156.1,178.5,169,PM2.5,Unhealthy
Madrid,Spain,15,20.4,18.1,2.5,30.1,Ozone,Good
Osaka,Japan,118,149.8,114.5,166.1,189.4,PM2.5,Unhealthy
Prague,Czech Republic,241.7,286.5,233.8,280.8,243.2,Ozone,Very Unhealthy
Jakarta,Indonesia,23.3,26,1.5,5.2,39.4,Ozone,Good
Kathmandu,Nepal,162.3,231.9,211.9,224.6,295.3,Ozone,Very Unhealthy
Melbourne,Australia,109.5,119.6,71.8,123.8,141.5,PM2.5,Unhealthy for Sensitive Groups
Buenos Aires,Argentina,46.8,66.3,26.7,71.6,70.5,PM2.5,Moderate
Linfen,China,125,155.1,102.2,174.5,191.6,PM2.5,Unhealthy
Bucharest,Romania,120.1,93.7,79.3,114.7,120.8,CO,Unhealthy for Sensitive Groups
Athens,Greece,197.7,285.3,263,263.2,299.3,Ozone,Very Unhealthy
Beijing,China,124.6,123.1,102.8,199.2,156.8,PM2.5,Unhealthy
Linfen,China,117.5,186.7,164.4,172.8,156.3,Ozone,Unhealthy
Hong Kong,China,174.2,232.6,221.6,286.5,296.3,PM2.5,Very Unhealthy
Prague,Czech Republic,149.7,175,136.4,143.1,197.8,Ozone,Unhealthy
Lima,Peru,59.1,54.6,52.3,84.9,72.6,PM2.5,Moderate
Bangalore,India,100,98.5,70.3,125.6,149.6,PM2.5,Unhealthy for Sensitive Groups
Brisbane,Australia,484.6,306.3,269,448.4,326.5,CO,Hazardous
Wellington,New Zealand,148.8,129.9,129.2,172,180.2,PM2.5,Unhealthy
Budapest,Hungary,29.6,4.1,4.4,18.3,4.6,CO,Good
Manila,Philippines,166.2,176.9,250.3,235.5,295.4,NO2,Very Unhealthy
Mumbai,India,323.3,328.3,256.3,407.8,386,PM2.5,Hazardous
Peshawar,Pakistan,24.2,33.1,11,22.1,23.5,Ozone,Good
Budapest,Hungary,420.1,328.9,478.2,433.6,354.5,NO2,Hazardous
Stockholm,Sweden,40.8,37.5,37.8,78.4,60.1,PM2.5,Moderate
Athens,Greece,444.1,339.2,252.4,393.8,450.1,CO,Hazardous
Casablanca,Morocco,271.4,228.8,277.7,258.7,242.6,NO2,Very Unhealthy
Calgary,Canada,76.6,113.9,61,116.4,136.5,PM2.5,Unhealthy for Sensitive Groups
Chennai,India,477.5,451.8,493.8,437.1,405.6,NO2,Hazardous
Amsterdam,Netherlands,11.9,35.9,24.3,32.7,7.6,Ozone,Good
Allahabad,India,28.6,55,52,76.9,52.6,PM2.5,Moderate
Taipei,Taiwan,115.5,130,103.8,127.1,144.1,Ozone,Unhealthy for Sensitive Groups
Vienna,Austria,117.6,128.7,167.7,131.8,170.4,NO2,Unhealthy
Jakarta,Indonesia,289.9,359.3,274.2,363.6,421.8,PM2.5,Hazardous
Dubai,UAE,66.4,126.8,114.7,121.3,108.5,Ozone,Unhealthy for Sensitive Groups
Patna,India,72.7,36.8,72.3,33.9,56.4,CO,Moderate
Warsaw,Poland,113.2,78.4,104,107.8,136.6,CO,Unhealthy for Sensitive Groups
Auckland,New Zealand,77,110.9,84,133,147.5,PM2.5,Unhealthy for Sensitive Groups
Kuala Lumpur,Malaysia,116.7,166.8,124.6,170.7,172.7,PM2.5,Unhealthy
Wellington,New Zealand,165,171.5,160.4,133.3,168.2,Ozone,Unhealthy
Shanghai,China,26.7,30.2,12.7,6.4,14,Ozone,Good
Dublin,Ireland,24.2,5.3,27.1,2.5,0.4,NO2,Good
